category,name,name_1,formula,message,oid,expiry_time,ename,obj_id,name_2,enum,descr_1
Environmental,IBM Director: Win32 Status,IBM Director: DMA Channel Status OK.,result('o_2953') == 'OK' and active(a_624),IBM Director: DMA Channel Status OK.,.1.3.6.1.4.1.2.6.159.1.2.10.310.1.3,90,IBM Director: Environment Status not OK.,2953,DMA Channel Status,,"The Status property is a string indicating the current status of the object. Various operational and non-operational statuses can be defined. Operational statuses are OK, Degraded and Pred Fail. Pred Fail indicates that an element may be functioning properly but predicting a failure in the near future. An example is a SMART-enabled hard drive. Non-operational statuses can also be specified. These are Error, Starting, Stopping and Service. The latter, Service, could apply during mirror-resilvering of a disk, reload of a user permissions list, or other administrative work. Not all such work is on-line, yet the managed element is neither OK nor in one of the other states."
Environmental,IBM Director: Win32 Status,IBM Director: Environment Status not OK.,result('o_2954') != 'OK',IBM Director: Environment Status not OK.,.1.3.6.1.4.1.2.6.159.1.2.10.320.1.6,90,IBM Director: Environment Status not OK.,2954,Environment Status,,"The Status property is a string indicating the current status of the object. Various operational and non-operational statuses can be defined. Operational statuses are OK, Degraded and Pred Fail. Pred Fail indicates that an element may be functioning properly but predicting a failure in the near future. An example is a SMART-enabled hard drive. Non-operational statuses can also be specified. These are Error, Starting, Stopping and Service. The latter, Service, could apply during mirror-resilvering of a disk, reload of a user permissions list, or other administrative work. Not all such work is on-line, yet the managed element is neither OK nor in one of the other states."
Environmental,IBM Director: Win32 Status,IBM Director: Environment Status OK.,result('o_2954') == 'OK' and active(a_626),IBM Director: Environment Status OK.,.1.3.6.1.4.1.2.6.159.1.2.10.320.1.6,90,IBM Director: Environment Status not OK.,2954,Environment Status,,"The Status property is a string indicating the current status of the object. Various operational and non-operational statuses can be defined. Operational statuses are OK, Degraded and Pred Fail. Pred Fail indicates that an element may be functioning properly but predicting a failure in the near future. An example is a SMART-enabled hard drive. Non-operational statuses can also be specified. These are Error, Starting, Stopping and Service. The latter, Service, could apply during mirror-resilvering of a disk, reload of a user permissions list, or other administrative work. Not all such work is on-line, yet the managed element is neither OK nor in one of the other states."
Environmental,IBM Director: Win32 Status,IBM Director: IRQ Resource Status not OK.,result('o_2955') != 'OK',IBM Director: IRQ Resource Status not OK.,.1.3.6.1.4.1.2.6.159.1.2.10.330.1.4,90,IBM Director: Environment Status not OK.,2955,IRQ Resource Status,,"The Status property is a string indicating the current status of the object. Various operational and non-operational statuses can be defined. Operational statuses are OK, Degraded and Pred Fail. Pred Fail indicates that an element may be functioning properly but predicting a failure in the near future. An example is a SMART-enabled hard drive. Non-operational statuses can also be specified. These are Error, Starting, Stopping and Service. The latter, Service, could apply during mirror-resilvering of a disk, reload of a user permissions list, or other administrative work. Not all such work is on-line, yet the managed element is neither OK nor in one of the other states."
Environmental,IBM Director: Win32 Status,IBM Director: IRQ Resource Status OK.,result('o_2955') == 'OK' and active(a_628),IBM Director: IRQ Resource Status OK.,.1.3.6.1.4.1.2.6.159.1.2.10.330.1.4,90,IBM Director: Environment Status not OK.,2955,IRQ Resource Status,,"The Status property is a string indicating the current status of the object. Various operational and non-operational statuses can be defined. Operational statuses are OK, Degraded and Pred Fail. Pred Fail indicates that an element may be functioning properly but predicting a failure in the near future. An example is a SMART-enabled hard drive. Non-operational statuses can also be specified. These are Error, Starting, Stopping and Service. The latter, Service, could apply during mirror-resilvering of a disk, reload of a user permissions list, or other administrative work. Not all such work is on-line, yet the managed element is neither OK nor in one of the other states."
Environmental,IBM Director: Win32 Status,IBM Director: Load Order Group Status not OK.,result('o_2956') != 'OK',IBM Director: Load Order Group Status not OK.,.1.3.6.1.4.1.2.6.159.1.2.10.340.1.5,90,IBM Director: Environment Status not OK.,2956,Load Order Group Status,,"The Status property is a string indicating the current status of the object. Various operational and non-operational statuses can be defined. Operational statuses are OK, Degraded and Pred Fail. Pred Fail indicates that an element may be functioning properly but predicting a failure in the near future. An example is a SMART-enabled hard drive. Non-operational statuses can also be specified. These are Error, Starting, Stopping and Service. The latter, Service, could apply during mirror-resilvering of a disk, reload of a user permissions list, or other administrative work. Not all such work is on-line, yet the managed element is neither OK nor in one of the other states."
Environmental,IBM Director: Win32 Status,IBM Director: Load Order Group Status OK.,result('o_2956') == 'OK' and active(a_630),IBM Director: Load Order Group Status OK.,.1.3.6.1.4.1.2.6.159.1.2.10.340.1.5,90,IBM Director: Environment Status not OK.,2956,Load Order Group Status,,"The Status property is a string indicating the current status of the object. Various operational and non-operational statuses can be defined. Operational statuses are OK, Degraded and Pred Fail. Pred Fail indicates that an element may be functioning properly but predicting a failure in the near future. An example is a SMART-enabled hard drive. Non-operational statuses can also be specified. These are Error, Starting, Stopping and Service. The latter, Service, could apply during mirror-resilvering of a disk, reload of a user permissions list, or other administrative work. Not all such work is on-line, yet the managed element is neither OK nor in one of the other states."
Environmental,IBM Director: Win32 Status,IBM Director: Network Client Status not OK.,result('o_2957') != 'OK',IBM Director: Network Client Status not OK.,.1.3.6.1.4.1.2.6.159.1.2.10.350.1.4,90,IBM Director: Environment Status not OK.,2957,Network Client Status,,"The Status property is a string indicating the current status of the object. Various operational and non-operational statuses can be defined. Operational statuses are OK, Degraded and Pred Fail. Pred Fail indicates that an element may be functioning properly but predicting a failure in the near future. An example is a SMART-enabled hard drive. Non-operational statuses can also be specified. These are Error, Starting, Stopping and Service. The latter, Service, could apply during mirror-resilvering of a disk, reload of a user permissions list, or other administrative work. Not all such work is on-line, yet the managed element is neither OK nor in one of the other states."
Environmental,IBM Director: Win32 Status,IBM Director: Network Client Status OK.,result('o_2957') == 'OK' and active(a_632),IBM Director: Network Client Status OK.,.1.3.6.1.4.1.2.6.159.1.2.10.350.1.4,90,IBM Director: Environment Status not OK.,2957,Network Client Status,,"The Status property is a string indicating the current status of the object. Various operational and non-operational statuses can be defined. Operational statuses are OK, Degraded and Pred Fail. Pred Fail indicates that an element may be functioning properly but predicting a failure in the near future. An example is a SMART-enabled hard drive. Non-operational statuses can also be specified. These are Error, Starting, Stopping and Service. The latter, Service, could apply during mirror-resilvering of a disk, reload of a user permissions list, or other administrative work. Not all such work is on-line, yet the managed element is neither OK nor in one of the other states."
Environmental,IBM Director: Win32 Status,IBM Director: Share Status not OK.,result('o_2958') != 'OK',IBM Director: Share Status not OK.,.1.3.6.1.4.1.2.6.159.1.2.10.360.1.7,90,IBM Director: Environment Status not OK.,2958,Share Status,,"The Status property is a string indicating the current status of the object. Various operational and non-operational statuses can be defined. Operational statuses are OK, Degraded and Pred Fail. Pred Fail indicates that an element may be functioning properly but predicting a failure in the near future. An example is a SMART-enabled hard drive. Non-operational statuses can also be specified. These are Error, Starting, Stopping and Service. The latter, Service, could apply during mirror-resilvering of a disk, reload of a user permissions list, or other administrative work. Not all such work is on-line, yet the managed element is neither OK nor in one of the other states."
Environmental,IBM Director: Win32 Status,IBM Director: Share Status OK.,result('o_2958') == 'OK' and active(a_646),IBM Director: Share Status OK.,.1.3.6.1.4.1.2.6.159.1.2.10.360.1.7,90,IBM Director: Environment Status not OK.,2958,Share Status,,"The Status property is a string indicating the current status of the object. Various operational and non-operational statuses can be defined. Operational statuses are OK, Degraded and Pred Fail. Pred Fail indicates that an element may be functioning properly but predicting a failure in the near future. An example is a SMART-enabled hard drive. Non-operational statuses can also be specified. These are Error, Starting, Stopping and Service. The latter, Service, could apply during mirror-resilvering of a disk, reload of a user permissions list, or other administrative work. Not all such work is on-line, yet the managed element is neither OK nor in one of the other states."
Environmental,IBM Director: Win32 Status,IBM Director: Registry Status not OK.,result('o_2959') != 'OK',IBM Director: Registry Status not OK.,.1.3.6.1.4.1.2.6.159.1.2.10.370.1.6,90,IBM Director: Environment Status not OK.,2959,Registry Status,,"The Status property is a string indicating the current status of the object. Various operational and non-operational statuses can be defined. Operational statuses are OK, Degraded and Pred Fail. Pred Fail indicates that an element may be functioning properly but predicting a failure in the near future. An example is a SMART-enabled hard drive. Non-operational statuses can also be specified. These are Error, Starting, Stopping and Service. The latter, Service, could apply during mirror-resilvering of a disk, reload of a user permissions list, or other administrative work. Not all such work is on-line, yet the managed element is neither OK nor in one of the other states."
Environmental,IBM Director: Win32 Status,IBM Director: Registry Status OK.,result('o_2959') == 'OK' and active(a_644),IBM Director: Registry Status OK.,.1.3.6.1.4.1.2.6.159.1.2.10.370.1.6,90,IBM Director: Environment Status not OK.,2959,Registry Status,,"The Status property is a string indicating the current status of the object. Various operational and non-operational statuses can be defined. Operational statuses are OK, Degraded and Pred Fail. Pred Fail indicates that an element may be functioning properly but predicting a failure in the near future. An example is a SMART-enabled hard drive. Non-operational statuses can also be specified. These are Error, Starting, Stopping and Service. The latter, Service, could apply during mirror-resilvering of a disk, reload of a user permissions list, or other administrative work. Not all such work is on-line, yet the managed element is neither OK nor in one of the other states."
Environmental,IBM Director: Win32 Status,IBM Director: Network Protocol Status not OK.,result('o_2960') != 'OK',IBM Director: Network Protocol Status not OK.,.1.3.6.1.4.1.2.6.159.1.2.10.380.1.20,90,IBM Director: Environment Status not OK.,2960,Network Protocol Status,,"The Status property is a string indicating the current status of the object. Various operational and non-operational statuses can be defined. Operational statuses are OK, Degraded and Pred Fail. Pred Fail indicates that an element may be functioning properly but predicting a failure in the near future. An example is a SMART-enabled hard drive. Non-operational statuses can also be specified. These are Error, Starting, Stopping and Service. The latter, Service, could apply during mirror-resilvering of a disk, reload of a user permissions list, or other administrative work. Not all such work is on-line, yet the managed element is neither OK nor in one of the other states."
Environmental,IBM Director: Win32 Status,IBM Director: Network Protocol Status OK.,result('o_2960') == 'OK' and active(a_634),IBM Director: Network Protocol Status OK.,.1.3.6.1.4.1.2.6.159.1.2.10.380.1.20,90,IBM Director: Environment Status not OK.,2960,Network Protocol Status,,"The Status property is a string indicating the current status of the object. Various operational and non-operational statuses can be defined. Operational statuses are OK, Degraded and Pred Fail. Pred Fail indicates that an element may be functioning properly but predicting a failure in the near future. An example is a SMART-enabled hard drive. Non-operational statuses can also be specified. These are Error, Starting, Stopping and Service. The latter, Service, could apply during mirror-resilvering of a disk, reload of a user permissions list, or other administrative work. Not all such work is on-line, yet the managed element is neither OK nor in one of the other states."
Environmental,IBM Director: Win32 Status,IBM Director: CDROM Drive Status not OK.,result('o_2961') != 'OK',"IBM Director: CDROM Drive Status not OK, %V.",.1.3.6.1.4.1.2.6.159.1.2.10.40.1.15,90,IBM Director: Environment Status not OK.,2961,CDROM Drive Status,,"The Status property is a string indicating the current status of the object. Various operational and non-operational statuses can be defined. Operational statuses are OK, Degraded and Pred Fail. Pred Fail indicates that an element may be functioning properly but predicting a failure in the near future. An example is a SMART-enabled hard drive. Non-operational statuses can also be specified. These are Error, Starting, Stopping and Service. The latter, Service, could apply during mirror-resilvering of a disk, reload of a user permissions list, or other administrative work. Not all such work is on-line, yet the managed element is neither OK nor in one of the other states."
Environmental,IBM Director: Win32 Status,IBM Director: CDROM Drive Status OK.,result('o_2961') == 'OK' and active(a_616),IBM Director: CDROM Drive Status has returned to normal.,.1.3.6.1.4.1.2.6.159.1.2.10.40.1.15,90,IBM Director: Environment Status not OK.,2961,CDROM Drive Status,,"The Status property is a string indicating the current status of the object. Various operational and non-operational statuses can be defined. Operational statuses are OK, Degraded and Pred Fail. Pred Fail indicates that an element may be functioning properly but predicting a failure in the near future. An example is a SMART-enabled hard drive. Non-operational statuses can also be specified. These are Error, Starting, Stopping and Service. The latter, Service, could apply during mirror-resilvering of a disk, reload of a user permissions list, or other administrative work. Not all such work is on-line, yet the managed element is neither OK nor in one of the other states."
Environmental,IBM Director: Win32 Status,IBM Director: Operating System Status not OK.,result('o_2962') != 'OK',IBM Director: Operating System Status not OK.,.1.3.6.1.4.1.2.6.159.1.2.10.430.1.26,90,IBM Director: Environment Status not OK.,2962,Operating System Status,,"The Status property is a string indicating the current status of the object. Various operational and non-operational statuses can be defined. Operational statuses are OK, Degraded and Pred Fail. Pred Fail indicates that an element may be functioning properly but predicting a failure in the near future. An example is a SMART-enabled hard drive. Non-operational statuses can also be specified. These are Error, Starting, Stopping and Service. The latter, Service, could apply during mirror-resilvering of a disk, reload of a user permissions list, or other administrative work. Not all such work is on-line, yet the managed element is neither OK nor in one of the other states."
Environmental,IBM Director: Win32 Status,IBM Director: Operating System Status OK.,result('o_2962') == 'OK' and active(a_636),IBM Director: Operating System Status OK.,.1.3.6.1.4.1.2.6.159.1.2.10.430.1.26,90,IBM Director: Environment Status not OK.,2962,Operating System Status,,"The Status property is a string indicating the current status of the object. Various operational and non-operational statuses can be defined. Operational statuses are OK, Degraded and Pred Fail. Pred Fail indicates that an element may be functioning properly but predicting a failure in the near future. An example is a SMART-enabled hard drive. Non-operational statuses can also be specified. These are Error, Starting, Stopping and Service. The latter, Service, could apply during mirror-resilvering of a disk, reload of a user permissions list, or other administrative work. Not all such work is on-line, yet the managed element is neither OK nor in one of the other states."
Environmental,IBM Director: Win32 Status,IBM Director: Pointing Device Status not OK.,result('o_2964') != 'OK',IBM Director: Pointing Device Status not OK.,.1.3.6.1.4.1.2.6.159.1.2.10.50.1.9,90,IBM Director: Environment Status not OK.,2964,Pointing Device Status,,"The Status property is a string indicating the current status of the object. Various operational and non-operational statuses can be defined. Operational statuses are OK, Degraded and Pred Fail. Pred Fail indicates that an element may be functioning properly but predicting a failure in the near future. An example is a SMART-enabled hard drive. Non-operational statuses can also be specified. These are Error, Starting, Stopping and Service. The latter, Service, could apply during mirror-resilvering of a disk, reload of a user permissions list, or other administrative work. Not all such work is on-line, yet the managed element is neither OK nor in one of the other states."
Environmental,IBM Director: Win32 Status,IBM Director: Pointing Device Status OK.,result('o_2964') == 'OK' and active(a_640),IBM Director: Pointing Device Status OK.,.1.3.6.1.4.1.2.6.159.1.2.10.50.1.9,90,IBM Director: Environment Status not OK.,2964,Pointing Device Status,,"The Status property is a string indicating the current status of the object. Various operational and non-operational statuses can be defined. Operational statuses are OK, Degraded and Pred Fail. Pred Fail indicates that an element may be functioning properly but predicting a failure in the near future. An example is a SMART-enabled hard drive. Non-operational statuses can also be specified. These are Error, Starting, Stopping and Service. The latter, Service, could apply during mirror-resilvering of a disk, reload of a user permissions list, or other administrative work. Not all such work is on-line, yet the managed element is neither OK nor in one of the other states."
Performance,Fortinet: Fortigate System,Fortinet: Fortigate Minimum VPN Count,result( o_13633 ) <  t_511,VPN tunnel count %V below minimum threshold %T,.1.3.6.1.4.1.12356.101.12.1.1,0,Fortinet: Fortigate CPU Over Threshold,13633,fgVpnTunnelUpCount,,The number of IPsec VPN tunnels with at least one SA
Performance,Fortinet: Fortigate System,Fortinet: Fortigate VPN Count Okay,result( o_13633 ) >=  t_511 and active( a_1936 ),VPN tunnel count %V is above minimum threshold %T,.1.3.6.1.4.1.12356.101.12.1.1,0,Fortinet: Fortigate CPU Over Threshold,13633,fgVpnTunnelUpCount,,The number of IPsec VPN tunnels with at least one SA
Performance,Fortinet: Fortigate System,Fortinet: Fortigate CPU Below Threshold,result( o_13638 ) <= threshold( t_509) and active(a_1932),CPU utilization %V% under threshold %T%,.1.3.6.1.4.1.12356.101.4.1.3,0,Fortinet: Fortigate CPU Over Threshold,13638,fgSysCpuUsage,,Current CPU usage (percentage)
Performance,Fortinet: Fortigate System,Fortinet: Fortigate CPU Over Threshold,result( o_13638 ) > threshold( t_509),CPU utilization %V% over threshold %T%,.1.3.6.1.4.1.12356.101.4.1.3,0,Fortinet: Fortigate CPU Over Threshold,13638,fgSysCpuUsage,,Current CPU usage (percentage)
Performance,Fortinet: Fortigate System,Fortinet: Fortigate Memory Below Threshold,result( o_13639 ) <= threshold( t_510) and active(a_1934),Memory utilization %V% below threshold %T%,.1.3.6.1.4.1.12356.101.4.1.4,0,Fortinet: Fortigate CPU Over Threshold,13639,fgSysMemUsage,,Current memory utilization (percentage)
Performance,Fortinet: Fortigate System,Fortinet: Fortigate Memory Over Threshold,result( o_13639 ) > threshold( t_510),Memory utilization %V% over threshold %T%,.1.3.6.1.4.1.12356.101.4.1.4,0,Fortinet: Fortigate CPU Over Threshold,13639,fgSysMemUsage,,Current memory utilization (percentage)
Environmental,Dell OM: System State Group Advanced,Dell OM: Voltage Status Combined = OK,result( o_2275)  == 3 and (active(a_437) or active(a_438) or active(a_439)),Dell OM: Voltage Status Combined = OK,.1.3.6.1.4.1.674.10892.1.200.10.1.12,90,Dell OM:  Event Log Status = Critical,2275,Voltage Status Combined,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0012 This attribute defines the combined status of all voltage probes of this chassis.
Environmental,Dell OM: System State Group Advanced,Dell OM: Voltage Status Combined = Non-Critical,result( o_2275)  == 4,Dell OM: Voltage Status Combined = Non-Critical,.1.3.6.1.4.1.674.10892.1.200.10.1.12,90,Dell OM:  Event Log Status = Critical,2275,Voltage Status Combined,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0012 This attribute defines the combined status of all voltage probes of this chassis.
Environmental,Dell OM: System State Group Advanced,Dell OM: Voltage Status Combined = Critical,result( o_2275)  == 5,Dell OM: Voltage Status Combined = Critical,.1.3.6.1.4.1.674.10892.1.200.10.1.12,90,Dell OM:  Event Log Status = Critical,2275,Voltage Status Combined,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0012 This attribute defines the combined status of all voltage probes of this chassis.
Environmental,Dell OM: System State Group Advanced,Dell OM: Voltage Status Combined = Non-Recoverable,result( o_2275)  == 6,Dell OM: Voltage Status Combined = Non-Recoverable,.1.3.6.1.4.1.674.10892.1.200.10.1.12,90,Dell OM:  Event Log Status = Critical,2275,Voltage Status Combined,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0012 This attribute defines the combined status of all voltage probes of this chassis.
Environmental,Dell OM: System State Group Advanced,Dell OM:  Cooling Device Status Combined = OK,result( o_2276)  == 3 and (active(a_413) or active(a_414) or active(a_415)),Dell OM:  Cooling Device Status Combined = OK,.1.3.6.1.4.1.674.10892.1.200.10.1.21,90,Dell OM:  Event Log Status = Critical,2276,Cooling Device Status Combined,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0021 This attribute defines the combined status of all cooling devices of this chassis.
Environmental,Dell OM: System State Group Advanced,Dell OM:  Cooling Device Status Combined = Non-Critical,result( o_2276)  == 4,Dell OM:  Cooling Device Status Combined = Non-Critical,.1.3.6.1.4.1.674.10892.1.200.10.1.21,90,Dell OM:  Event Log Status = Critical,2276,Cooling Device Status Combined,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0021 This attribute defines the combined status of all cooling devices of this chassis.
Environmental,Dell OM: System State Group Advanced,Dell OM:  Cooling Device Status Combined = Critical,result( o_2276)  == 5,Dell OM:  Cooling Device Status Combined = Critical,.1.3.6.1.4.1.674.10892.1.200.10.1.21,90,Dell OM:  Event Log Status = Critical,2276,Cooling Device Status Combined,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0021 This attribute defines the combined status of all cooling devices of this chassis.
Environmental,Dell OM: System State Group Advanced,Dell OM:  Cooling Device Status Combined = Non-Recoverable,result( o_2276)  == 6,Dell OM:  Cooling Device Status Combined = Non-Recoverable,.1.3.6.1.4.1.674.10892.1.200.10.1.21,90,Dell OM:  Event Log Status = Critical,2276,Cooling Device Status Combined,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0021 This attribute defines the combined status of all cooling devices of this chassis.
Environmental,Dell OM: System State Group Advanced,Dell OM: Temperature Status Combined = OK,result( o_2277)  == 3 and (active(a_433) or active(a_434) or active(a_435)),Dell OM: Temperature Status Combined = OK,.1.3.6.1.4.1.674.10892.1.200.10.1.24,90,Dell OM:  Event Log Status = Critical,2277,Temperature Status Combined,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0024 This attribute defines the combined status of all temperature probes of this chassis.
Environmental,Dell OM: System State Group Advanced,Dell OM: Temperature Status Combined = Non-Critical,result( o_2277)  == 4,Dell OM: Temperature Status Combined = Non-Critical,.1.3.6.1.4.1.674.10892.1.200.10.1.24,90,Dell OM:  Event Log Status = Critical,2277,Temperature Status Combined,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0024 This attribute defines the combined status of all temperature probes of this chassis.
Environmental,Dell OM: System State Group Advanced,Dell OM: Temperature Status Combined = Critical,result( o_2277)  == 5,Dell OM: Temperature Status Combined = Critical,.1.3.6.1.4.1.674.10892.1.200.10.1.24,90,Dell OM:  Event Log Status = Critical,2277,Temperature Status Combined,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0024 This attribute defines the combined status of all temperature probes of this chassis.
Environmental,Dell OM: System State Group Advanced,Dell OM: Temperature Status Combined = Non-Recoverable,result( o_2277)  == 6,Dell OM: Temperature Status Combined = Non-Recoverable,.1.3.6.1.4.1.674.10892.1.200.10.1.24,90,Dell OM:  Event Log Status = Critical,2277,Temperature Status Combined,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0024 This attribute defines the combined status of all temperature probes of this chassis.
Environmental,Dell OM: System State Group Advanced,Dell OM: Intrusion Status Combined = OK,result( o_2278)  == 3 and (active(a_421) or active(a_422) or active(a_423)),Dell OM: Intrusion Status Combined = OK,.1.3.6.1.4.1.674.10892.1.200.10.1.30,90,Dell OM:  Event Log Status = Critical,2278,Intrusion Status Combined,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0030 This attribute defines the combined status of all intrusion detection devices of this chassis.
Environmental,Dell OM: System State Group Advanced,Dell OM: Intrusion Status Combined = Non-Critical,result( o_2278)  == 4,Dell OM: Intrusion Status Combined = Non-Critical,.1.3.6.1.4.1.674.10892.1.200.10.1.30,90,Dell OM:  Event Log Status = Critical,2278,Intrusion Status Combined,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0030 This attribute defines the combined status of all intrusion detection devices of this chassis.
Environmental,Dell OM: System State Group Advanced,Dell OM: Intrusion Status Combined = Critical,result( o_2278)  == 5,Dell OM: Intrusion Status Combined = Critical,.1.3.6.1.4.1.674.10892.1.200.10.1.30,90,Dell OM:  Event Log Status = Critical,2278,Intrusion Status Combined,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0030 This attribute defines the combined status of all intrusion detection devices of this chassis.
Environmental,Dell OM: System State Group Advanced,Dell OM: Intrusion Status Combined = Non-Recoverable,result( o_2278)  == 6,Dell OM: Intrusion Status Combined = Non-Recoverable,.1.3.6.1.4.1.674.10892.1.200.10.1.30,90,Dell OM:  Event Log Status = Critical,2278,Intrusion Status Combined,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0030 This attribute defines the combined status of all intrusion detection devices of this chassis.
Environmental,Dell OM: System State Group Advanced,Dell OM:  Event Log Status = OK,result( o_2279)  == 3 and (active(a_417) or active(a_418) or active(a_419)),Dell OM:  Event Log Status = OK,.1.3.6.1.4.1.674.10892.1.200.10.1.41,90,Dell OM:  Event Log Status = Critical,2279,Event Log Status,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0041 This attribute defines the overall status of the (ESM) event log of this chassis.
Environmental,Dell OM: System State Group Advanced,Dell OM:  Event Log Status = Non-Critical,result( o_2279)  == 4,Dell OM:  Event Log Status = Non-Critical,.1.3.6.1.4.1.674.10892.1.200.10.1.41,90,Dell OM:  Event Log Status = Critical,2279,Event Log Status,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0041 This attribute defines the overall status of the (ESM) event log of this chassis.
Environmental,Dell OM: System State Group Advanced,Dell OM:  Event Log Status = Critical,result( o_2279)  == 5,Dell OM:  Event Log Status = Critical,.1.3.6.1.4.1.674.10892.1.200.10.1.41,90,Dell OM:  Event Log Status = Critical,2279,Event Log Status,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0041 This attribute defines the overall status of the (ESM) event log of this chassis.
Environmental,Dell OM: System State Group Advanced,Dell OM:  Event Log Status = Non-Recoverable,result( o_2279)  == 6,Dell OM:  Event Log Status = Non-Recoverable,.1.3.6.1.4.1.674.10892.1.200.10.1.41,90,Dell OM:  Event Log Status = Critical,2279,Event Log Status,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0041 This attribute defines the overall status of the (ESM) event log of this chassis.
Environmental,Dell OM: System State Group Advanced,Dell OM: Processor Device Status Combined = OK,result( o_2280)  == 3 and (active(a_429) or active(a_430) or active(a_431)),Dell OM: Processor Device Status Combined = OK,.1.3.6.1.4.1.674.10892.1.200.10.1.50,90,Dell OM:  Event Log Status = Critical,2280,Processor Device Status Combined,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0050 This attribute defines the combined status of all processor devices of this chassis.
Environmental,Dell OM: System State Group Advanced,Dell OM: Processor Device Status Combined = Non-Critical,result( o_2280)  == 4,Dell OM: Processor Device Status Combined = Non-Critical,.1.3.6.1.4.1.674.10892.1.200.10.1.50,90,Dell OM:  Event Log Status = Critical,2280,Processor Device Status Combined,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0050 This attribute defines the combined status of all processor devices of this chassis.
Environmental,Dell OM: System State Group Advanced,Dell OM: Processor Device Status Combined = Critical,result( o_2280)  == 5,Dell OM: Processor Device Status Combined = Critical,.1.3.6.1.4.1.674.10892.1.200.10.1.50,90,Dell OM:  Event Log Status = Critical,2280,Processor Device Status Combined,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0050 This attribute defines the combined status of all processor devices of this chassis.
Environmental,Dell OM: System State Group Advanced,Dell OM: Processor Device Status Combined = Non-Recoverable,result( o_2280)  == 6,Dell OM: Processor Device Status Combined = Non-Recoverable,.1.3.6.1.4.1.674.10892.1.200.10.1.50,90,Dell OM:  Event Log Status = Critical,2280,Processor Device Status Combined,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0050 This attribute defines the combined status of all processor devices of this chassis.
Environmental,Dell OM: System State Group Advanced,Dell OM: Battery Status Combined = OK,result( o_2281)  == 3 and (active(a_409) or active(a_410) or active(a_411)),Dell OM: Battery Status Combined = OK,.1.3.6.1.4.1.674.10892.1.200.10.1.52,90,Dell OM:  Event Log Status = Critical,2281,Battery Status Combined,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0052 This attribute defines the combined status of all batteries of this chassis.
Environmental,Dell OM: System State Group Advanced,Dell OM: Battery Status Combined = Non-Critical,result( o_2281)  == 4,Dell OM: Battery Status Combined = Non-Critical,.1.3.6.1.4.1.674.10892.1.200.10.1.52,90,Dell OM:  Event Log Status = Critical,2281,Battery Status Combined,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0052 This attribute defines the combined status of all batteries of this chassis.
Environmental,Dell OM: System State Group Advanced,Dell OM: Battery Status Combined = Critical,result( o_2281)  == 5,Dell OM: Battery Status Combined = Critical,.1.3.6.1.4.1.674.10892.1.200.10.1.52,90,Dell OM:  Event Log Status = Critical,2281,Battery Status Combined,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0052 This attribute defines the combined status of all batteries of this chassis.
